SEQID	ATF3	GABPA	BHLHE40	CEBPB	CTCF	ELK1	FOSL2	FOXA1	FOXA2	HNF4A	HNF4G	JUND	MAFK	MAX	NFE2L2	REST	USF2	YY1	ZBTB33
7:91880764-91880864	1.862e-07	1.584e-08	2.48e-09	1.048e-12	0.00124	1.809e-10	9.549e-13	1.364e-13	3.656e-11	9.871e-15	3.619e-09	9.99e-19	1.28e-09	1.632e-06	9.919e-13	2.484e-10	1.695e-11	2.546e-15	1.073e-08
19:1479251-1479351	1.301e-10	0.0005081	5.207e-10	2.209e-13	6.762e-12	0.000901	1.696e-14	2.478e-17	9.965e-12	4.601e-16	5.028e-08	9.902e-18	3.879e-10	3.481e-10	1.74e-13	2.302e-15	2.656e-15	7.814e-13	5.991e-07
7:1504377-1504477	1.02e-09	0.001206	1.94e-08	5.847e-12	2.483e-06	0.0003268	1.424e-16	3.88e-10	4.15e-08	4.624e-20	3.49e-09	1.998e-23	1.805e-17	1.785e-09	4.071e-13	4.437e-18	5.76e-17	4.394e-14	1.569e-05
14:100376261-100376361	1.527e-10	0.0007511	5.298e-12	7.309e-12	2.82e-12	0.000901	2.884e-13	3.688e-17	3.256e-11	4.48e-18	7.064e-12	2.144e-16	3.268e-07	1.788e-10	3.175e-11	4.709e-17	5.047e-11	5.604e-15	2.248e-10
12:66169989-66170089	6.4e-12	0.001305	1.012e-11	4.645e-13	1.699e-10	7.956e-07	7.007e-16	1.185e-14	7.696e-12	1.741e-19	1.185e-11	1.013e-21	9.388e-11	1.596e-09	8.794e-14	1.238e-18	6.554e-17	1.469e-11	3.049e-07
12:114668197-114668297	1.313e-09	3.458e-09	6.654e-10	1.06e-14	1.145e-08	3.401e-13	1.814e-12	1.587e-15	1.464e-11	4.58e-19	8.116e-11	1.995e-16	1.582e-12	3.282e-10	7.782e-11	2.722e-17	2.025e-11	1.792e-10	2.532e-11
17:8376716-8376816	2.5e-10	0.0005525	4.809e-11	7.375e-14	5.958e-05	0.0001151	2.784e-15	9.825e-10	2.647e-07	4.291e-20	7.693e-11	5.143e-22	7.152e-12	2.378e-09	1.702e-14	3.337e-13	1.179e-11	8.243e-14	2.477e-09
19:9621250-9621350	7.08e-11	0.0007258	3.27e-07	2.653e-12	3.325e-12	4.405e-05	1.125e-15	4.977e-13	9.034e-11	7.622e-18	4.231e-09	1.154e-20	4.93e-10	2.531e-06	7.671e-12	1.918e-14	1.526e-10	3.828e-11	4.562e-08
12:6689459-6689559	1.562e-12	6.834e-05	1.034e-09	1.017e-08	4.666e-13	1.188e-06	3.183e-17	4.429e-16	5.773e-11	1.865e-20	9.505e-10	1e-23	1.529e-16	4.233e-10	4.796e-12	1.419e-20	4.13e-18	6.294e-12	1.95e-09
4:1346661-1346761	1.83e-09	8.442e-11	2.402e-07	3.323e-16	9.924e-08	5.536e-11	7e-16	2.713e-19	1.356e-14	5.493e-20	2.776e-09	6.581e-19	2.556e-15	3.134e-08	5.5e-14	1.741e-16	2.688e-11	8.61e-12	8.439e-07
20:39050217-39050317	2.632e-09	2.861e-08	1.863e-10	1.713e-09	6.822e-05	9.046e-09	4.88e-15	2.406e-17	7.731e-13	5.669e-21	6.661e-09	1.173e-19	3.813e-16	2.664e-08	1.142e-14	3.278e-13	1.247e-12	4.379e-13	2.201e-08
19:58362491-58362591	1.691e-12	0.005495	4.642e-06	7.163e-11	1.825e-10	0.0001063	3.13e-15	4.553e-16	5.589e-13	1.11e-16	1.036e-06	1.139e-22	9.627e-14	6.03e-08	1.479e-11	1.197e-13	3.956e-13	1.902e-13	2.404e-08
3:48663813-48663913	8.998e-08	1.181e-09	1.915e-10	7.972e-07	1.247e-10	6.341e-10	3.691e-08	4.753e-06	2.17e-06	1.493e-20	9.338e-10	8.65e-10	1.678e-13	8.015e-08	1.564e-08	2.772e-16	1.264e-11	4.006e-10	4.607e-10
2:96266021-96266121	4.275e-06	2.624e-10	1.022e-05	4.263e-14	3.427e-12	1.461e-10	2.371e-11	2.706e-19	7.694e-15	8.25e-21	1.8e-11	2.231e-16	2.737e-18	7.519e-08	2.352e-13	1.026e-16	1.874e-09	1.599e-13	4.566e-06
19:55675086-55675186	7.43e-09	0.003997	9.361e-06	2.211e-12	1.109e-11	0.0009011	1.879e-11	2.134e-12	3.652e-10	6.094e-16	1.816e-10	1.113e-15	1.427e-13	4.471e-08	1.734e-12	4.352e-18	2.638e-12	1.043e-11	9.346e-10
2:98608478-98608578	3.455e-09	0.0009438	4.025e-10	1.156e-13	2.648e-08	0.001241	4.533e-15	9.575e-16	1.475e-09	1.965e-17	2.571e-09	3.325e-19	6.109e-16	4.739e-10	9.268e-13	9.177e-17	3.674e-10	2.76e-13	5.517e-09
3:108589535-108589635	4.801e-06	1.307e-09	8.473e-12	2.031e-11	2.547e-12	5.227e-11	3.151e-10	3.841e-09	3.06e-09	2.165e-16	2.82e-07	8.563e-17	7.299e-15	2.141e-10	5.082e-11	2.017e-15	5.316e-12	3.627e-12	6.411e-11
12:111599405-111599505	3.323e-09	1.687e-10	1.532e-09	2.989e-13	4.427e-09	1.785e-12	4.781e-14	1.135e-18	2.456e-14	2.378e-20	2.055e-11	1.266e-17	1.223e-15	1.014e-06	8.152e-13	1.823e-14	0.0001723	1.331e-13	1.853e-06
3:51995980-51996080	4.723e-12	2.592e-05	4.903e-11	3.9e-13	7.152e-05	4.046e-07	4.224e-13	4.859e-20	3.603e-14	2.01e-17	6.011e-09	2.419e-16	8.449e-15	6.933e-08	8.455e-12	2.887e-17	2.309e-16	1.872e-12	4.859e-11
11:70398359-70398459	7.458e-11	0.001377	4.13e-10	1.334e-12	4.255e-08	0.0001063	3.65e-09	1.456e-14	3.554e-12	1.468e-20	6.561e-10	2.092e-13	5.557e-12	4.482e-09	1.805e-10	8.874e-17	2.008e-11	4.412e-16	2.256e-09
16:70346764-70346864	1.966e-07	1.814e-10	3.118e-10	2.635e-10	1.095e-12	1.073e-12	2.953e-12	6.776e-15	4.208e-12	4.574e-17	1.816e-08	8.068e-17	1.675e-07	2.591e-08	1.856e-10	6.018e-14	4.545e-13	2.042e-11	2.57e-06
14:73886728-73886828	1.09e-09	1.017e-06	2.341e-08	6.875e-13	5.465e-13	5.872e-06	1.638e-10	4.721e-14	2.258e-10	1.972e-21	5.376e-10	6.258e-17	4.877e-09	8.556e-08	3.115e-12	4.794e-16	1.934e-09	4.255e-13	5.72e-09
11:116788032-116788132	2.699e-07	0.0007258	8.174e-10	2.867e-09	1.074e-09	7.279e-06	1.795e-15	5.769e-16	2.461e-10	6.334e-18	2.145e-09	4.246e-18	3.68e-12	2.094e-09	6.577e-13	5.068e-15	8.023e-12	2.843e-12	1.772e-05
11:47408337-47408437	8.431e-12	6.435e-05	1.47e-10	9.887e-12	4.569e-11	3.394e-05	1.958e-11	1.562e-16	1.069e-12	5.417e-19	1.454e-09	5.902e-17	1.584e-17	3.346e-08	1.426e-09	7.087e-17	1.243e-11	1.02e-13	5.059e-11
18:3247867-3247967	4.464e-10	1.203e-09	2.247e-05	1.192e-14	3.125e-13	8.939e-12	1.296e-10	1.362e-19	3.626e-15	2.787e-23	3.605e-12	1.44e-15	3.773e-15	1.289e-06	1.996e-12	1.906e-15	8.571e-11	8.424e-12	5.63e-07
6:89638660-89638760	1.809e-10	2.59e-07	8.656e-10	1.499e-13	5.654e-06	4.833e-09	5.403e-11	3.364e-13	1.192e-10	7.182e-21	2.188e-10	4.711e-17	3.127e-15	1.8e-09	1.373e-12	8.336e-17	9.432e-14	2.056e-06	1.298e-10
20:408219-408319	2.836e-08	0.005519	6.569e-11	6.935e-12	1.42e-10	0.0001064	4.151e-13	1.386e-16	1.195e-10	4.695e-20	1.095e-08	3.783e-20	1.422e-13	1.329e-10	1.683e-09	1.135e-18	2.419e-16	6.786e-09	1.86e-09
4:8281784-8281884	3.812e-12	2.738e-09	1.138e-10	3.024e-11	5.992e-14	4.602e-11	1.103e-06	1.099e-05	2.081e-05	7.002e-17	3.953e-07	7.233e-12	6.02e-12	2.781e-09	6.776e-12	9.807e-18	6.918e-15	4.113e-09	4.996e-12
12:132154075-132154175	3.363e-09	9.012e-07	3.664e-11	1.568e-09	2.331e-12	1.986e-08	2.868e-13	2.927e-15	1.276e-10	5.209e-21	1.517e-10	4.204e-13	2.873e-08	6.959e-10	3.896e-12	2.567e-15	1.416e-12	7.56e-11	3.886e-10
7:76178282-76178382	2.513e-09	2.794e-09	6.917e-09	8.414e-12	0.0002542	7.732e-11	4.267e-13	3.813e-16	5.449e-12	4.832e-16	1.686e-07	2.15e-17	1.791e-09	2.355e-10	1.175e-08	6.503e-17	1.01e-15	5.279e-13	1.458e-09
7:108526092-108526192	5.58e-12	1.145e-11	2.636e-11	2.692e-10	1.997e-12	4.767e-12	6.869e-12	1.512e-10	5.774e-08	1.809e-18	1.648e-10	6.519e-13	5.288e-08	1.252e-10	5.949e-10	1.159e-18	3.979e-11	7.039e-13	8.381e-13
6:75243652-75243752	2.62e-09	7.394e-09	4.334e-10	5.821e-12	1.036e-08	9.912e-11	1.132e-05	2.534e-12	6.99e-10	3.908e-21	6.327e-11	1.675e-10	6.792e-08	8.695e-11	6.509e-10	1.048e-17	7.524e-15	3.956e-08	1.766e-10
2:32357061-32357161	1.711e-09	0.003783	3.26e-08	9.451e-11	8.021e-11	0.000901	1.785e-15	2.822e-19	1.241e-13	3.979e-16	1.532e-05	1.164e-19	1.13e-14	1.579e-06	3.107e-13	1.027e-18	8.892e-11	1.211e-13	3.817e-09
1:31644988-31645088	1.137e-06	0.0002443	4.264e-10	2.142e-13	9.433e-13	0.0003204	3.216e-10	4.003e-17	9.773e-13	1.871e-20	2.237e-10	1.042e-10	4.363e-11	5.768e-11	4.598e-10	8.725e-16	1.502e-11	6.193e-09	2.023e-09
11:65817994-65818094	2.496e-10	7.194e-09	2.554e-09	2.189e-15	3.089e-09	4.261e-11	6.108e-16	9.933e-15	1.527e-12	2.91e-21	2.454e-12	3.525e-22	2e-16	2.697e-06	1.721e-13	3.188e-15	5.276e-12	1.722e-15	2.66e-07
1:154961616-154961716	4.041e-10	2.07e-08	1.873e-09	3.063e-10	1.318e-10	3.059e-12	8.418e-12	9.755e-17	4.057e-12	6.61e-17	1.365e-07	1.56e-17	3.488e-15	2.397e-10	2.779e-12	1.98e-15	2.215e-16	3.428e-11	1.853e-10
3:142578851-142578951	1.486e-09	2.491e-07	6.538e-10	1.526e-12	1.719e-07	5.34e-10	2.686e-12	1.501e-15	2.425e-10	1.14e-17	3.196e-10	1.16e-17	5.616e-15	1.468e-09	3.083e-13	1.339e-17	2.551e-15	5.51e-14	1.822e-09
12:121794311-121794411	1.951e-09	4.983e-08	5.009e-12	1.233e-11	1.766e-05	2.659e-10	1.036e-11	5.573e-14	3.518e-12	1.019e-16	4.253e-10	7.706e-18	9.176e-17	7.749e-10	1.189e-12	1.634e-14	2.355e-13	4.996e-12	8.232e-11
4:15681683-15681783	2.651e-10	4.39e-07	9.746e-10	3.502e-12	1.209e-08	4.891e-09	4.779e-12	1.93e-17	2.58e-12	9.544e-16	1.715e-07	1.459e-16	1.307e-11	2.74e-08	8.791e-13	1.762e-16	2.447e-15	1.192e-12	2.198e-09
7:2242179-2242279	1.601e-10	0.009947	6.557e-09	1.755e-10	3.98e-13	0.004759	2.876e-14	6.084e-18	2.586e-12	6.796e-13	3.871e-06	2.358e-22	1.671e-16	2.349e-08	1.381e-14	1.19e-16	8.219e-15	4.635e-15	7.439e-07
20:50958755-50958855	4.335e-09	0.001156	1.471e-10	3.512e-10	2.144e-06	0.0002993	9.579e-15	1.989e-14	8.263e-10	9.495e-20	9.734e-09	5.133e-17	1.954e-15	1.792e-11	1.396e-11	2.112e-17	4.023e-16	1.029e-08	2.323e-08
17:75516336-75516436	6.685e-11	0.001397	1.556e-11	2.569e-13	2.593e-10	6.318e-06	7.078e-15	6.755e-14	1.559e-11	6.964e-18	1.78e-10	2.62e-19	3.078e-10	1.056e-09	5.625e-13	7.373e-14	8.715e-12	1.848e-11	6.074e-11
11:65498930-65499030	3.07e-09	2.014e-06	1.077e-09	4.383e-12	2.846e-12	4.455e-06	4.833e-14	6.107e-07	4.597e-07	3.575e-15	7.781e-10	1.283e-17	2.394e-16	2.883e-10	1.405e-12	2.301e-18	8.298e-11	1.931e-10	1.258e-11
22:50245046-50245146	3.203e-05	7.602e-05	1.892e-05	2.504e-10	4.099e-13	0.000901	4.416e-11	3.58e-20	1.003e-14	6.536e-18	3.14e-09	3.658e-13	9.836e-13	1.931e-06	2.96e-11	1.543e-15	9.648e-12	1.366e-12	5.565e-07
15:65869301-65869401	2.61e-12	7.656e-10	4.257e-09	1.726e-11	1.681e-12	4.256e-12	3.667e-11	1.336e-13	4.87e-11	4.15e-16	4.977e-07	1.528e-17	6.174e-15	4.935e-10	1.011e-13	6.933e-19	4.637e-15	2.784e-12	4.912e-07
1:54764654-54764754	6.924e-10	0.0007612	1.048e-12	3.009e-08	6.166e-13	0.000297	4.424e-10	1.948e-08	7.472e-08	5.068e-21	2.618e-08	2.855e-12	4.413e-13	1.018e-11	2.864e-12	6.083e-16	9.123e-17	5.574e-10	5.209e-11
16:20806406-20806506	6.022e-10	0.002566	9.575e-09	2.033e-09	1.588e-11	0.004753	2.287e-15	5.612e-16	1.918e-11	1.83e-17	3.458e-08	4.052e-19	7.795e-14	3.317e-09	1.444e-12	2.179e-17	2.542e-14	1.103e-08	8.535e-11
3:155854548-155854648	1.424e-08	1.305e-07	2.084e-10	4.205e-13	2.456e-10	8.469e-07	5.7e-12	1.027e-17	7.19e-13	2.796e-17	3.409e-11	6.743e-14	4.499e-13	1.306e-09	4.755e-12	2.315e-17	3.391e-09	6.662e-10	1.99e-10
2:42906582-42906682	1.11e-11	6.356e-06	3.649e-09	6.448e-09	2.371e-12	2.17e-09	1.381e-10	8.159e-16	5.723e-12	8.419e-12	1.06e-07	4.913e-16	2.584e-11	1.739e-08	1.583e-11	5.284e-15	4.049e-10	4.699e-11	2.771e-12
2:69643844-69643944	2.089e-10	2.784e-08	2.378e-10	6.703e-08	6.637e-12	4.354e-11	8.584e-14	5.804e-10	1.189e-07	3.368e-15	1.3e-07	9.829e-18	7.338e-12	5.568e-09	2.793e-13	9.782e-18	7.214e-15	2.961e-09	5.973e-07
7:100612191-100612291	1.228e-10	1.401e-09	8.339e-07	4.07e-10	5.066e-09	1.714e-12	1.079e-11	3.198e-13	2.391e-10	1.296e-16	1.656e-09	1.432e-13	7.707e-09	1.635e-06	9.209e-12	2.185e-19	9.127e-07	7.455e-08	3.49e-08
3:42881067-42881167	1.317e-10	0.003757	3.57e-09	5.008e-14	8.921e-05	0.000901	7.248e-11	1.254e-15	3.086e-11	6.906e-17	5.646e-08	2.255e-16	2.28e-06	8.534e-10	5.524e-11	1.888e-17	8.041e-17	1.601e-15	3.09e-10
